Id_Encuesta,Id_Encuestado,LOCALIDAD,P1.1 Rango de edad,ESTRATO,P1. ¿Cuántos años tiene? (ENC: ANOTE LA EDAD EXACTA Y TAMBIEN SELECCIONE EL RANGO),P2,P6,P7,P106,P102,P103,P109,P111,P112,P117_1,P117_2,P117_3,P121,P122,P123,P447_1,P447_2,P447_3,P447_4,P447_5,P447_6,P128,P203,P204_A,P204_B,P204_C,P204_D,P204_E,P204_F,P204_G,P204_H,P204_I,P204_J,P204_K,P204_L,P204_M,P204_N,P204_O,P204_P,P204_Q,P204_R,P238_1,P238_2,P238_3,P214_1,P214_2,P214_3,P214_4,P214_5,P214_6,P214_7,P214_8,P214_9,P214_10,P214_11,P214_12,P214_13,P214_14,P214_15,P214_16,P214_17,P214_18,P206_1,P206_2,P206_3,P206_4,P206_5,P206_6,P206_7,P206_8,P206_9,P206_10,P206_11,P206_12,P206_13,P206_14,P206_15,P206_16,P206_17,P206_18,P209_1,P209_2,P209_3,P209_4,P209_5,P209_6,P209_7,P209_8,P209_9,P209_10,P209_11,P209_12,P209_13,P209_14,P209_15,P209_16,P209_17,P209_18,P204_1_1_A,P204_1_1_B,P204_1_1_C,P204_1_1_D,P204_1_1_E,P204_1_1_F,P204_1_1_G,P207,P208,P208_A,P208_B,P208_C,P208_C,P208_E,P208_F,P208_O,P208_OTRO,P230,P233,P234,P234_A,P234_B,P234_C,P234_D,P234_E,P234_F,P234_G,P234_H,P234_I,P234_K,P234_L,P234_M,P234_N,P234_O,P234_P,P234_Q,P234_R,P234_S,P234_T,P234_U,P234_V,P304,P305,P308,P310_1,P310_2,"P311.1. Decisiones de libertad (medidas de aseguramiento, detención domiciliaria, medida intramural y prisión domiciliaria)",P450_A,P450_B,P450_C,P450_D,P450_E,P405,P407,P407_A,P407_B,P407_C,P407_1,P412_A,P412_B,P412_C,P412_D,P412_E,P412_F,P417,P418,P421,P444.,CLAVE,FEX
o   020SEG_Percepción_y_Victimización_en_Bogotá,1791,Bosa,De 36 a 45 años,Estrato 2,42,Jefe(a),Independiente,Femenino,Ha Aumentado,Inseguro,Inseguro,Ciclo Vías,Muy Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)",Feminicidio (Asesinato de mujeres),"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Si,No,6. Por la escasez de policía,Si,Si,Si,Si,Si,Si,Experiencia personal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,Regular,Si,2. Mala,"Acabar con la corrupción en
la policía","Aumentar el pie de fuerza de
la policía",3. Ni bueno ni malo,1. Muy Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,1. Pésimo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,Si,1,3 Ni bien ni mal,No,BosaEstrato 2,1536.687292
o   020SEG_Percepción_y_Victimización_en_Bogotá,1792,Suba,De 18 a 25 años,Estrato 2,21,Esposo(a) o compañero(a),Hogar,Femenino,Ha Aumentado,Seguro,Inseguro,Calles,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Vandalismo ,Feminicidio (Asesinato de mujeres),No,No,4. Por la corrupción,Si,No,No,No,No,No,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Bueno,No,,Mejorar la justicia,Aumentar la inversión social,1. Muy Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,4. Bueno,2. Malo,4. Bueno,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,No,SubaEstrato 2,1534.596413
o   020SEG_Percepción_y_Victimización_en_Bogotá,1793,Suba,De 26 a 35 años,Estrato 3,26,Jefe(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Puentes peatonales,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Feminicidio (Asesinato de mujeres),Venta de drogas,Hurto a establecimientos comerciales,No,Si,,,,,,,,Radio,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,Regular,Si,3. Ni bueno ni mal,Mejorar la justicia,"Acabar con la corrupción en
la policía",1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,2. Malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,Si,SubaEstrato 3,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,1794,Barrios Unidos,De 46 a 55 años,Estrato 4,50,Jefe(a),Independiente,Femenino,Ha Aumentado,Seguro,Inseguro,Ciclo Rutas,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Vandalismo ,Lesiones personales,No,Si,,,,,,,,Comentarios de la gente (voz a voz),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Mejorar la justicia,"Aumentar el pie de fuerza de
la policía",1. Muy Malo,1. Muy Malo,1. Muy Malo,3. Ni bueno ni malo,1. Muy Malo,4. Bueno,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,Barrios UnidosEstrato 4,1534.232571
o   020SEG_Percepción_y_Victimización_en_Bogotá,1795,Suba,Más de 55 años,Estrato 3,66,Esposo(a) o compañero(a),Pensionado ,Masculino,Ha disminuido,Seguro,Inseguro,Puentes peatonales,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Homicidio,Vandalismo ,No,Si,,,,,,,,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Regular,No,,Aumentar la inversión social,"Aumentar el pie de fuerza de
la policía",3. Ni bueno ni malo,2. Malo,2. Malo,2. Malo,3. Ni bueno ni malo,3. Regular,No Sabe,,,,,Todos los días,,,,,,,No,,,Si,SubaEstrato 3,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,1796,Suba,De 18 a 25 años,Estrato 3,22,Esposo(a) o compañero(a),Independiente,Femenino,Ha Aumentado,Seguro,Inseguro,Calles,Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)",Homicidio,Lesiones personales,Violencia Sexual,Si,No,4. Por la corrupción,No,No,No,No,No,No,Experiencia personal,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Otro,No,No,No,No,No,No,Otra,Dinero,No,No,Sí,No,No,No,No,,No,Si,,No,No,No,Si,Si,No,No,No,No,Si,Si,Si,Si,No,Si,No,No,Si,No,Si,Si,No tuve relación,Si,3. Ni bueno ni mal,Generar políticas de reactivación económica,Aumentar las penas,3. Ni bueno ni malo,2. Malo,2. Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Regular,No Sabe,,,,,Todos los días,,,,,,,Si,1,3 Ni bien ni mal,No,SubaEstrato 3,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,1797,Puente Aranda,De 26 a 35 años,Estrato 3,28,Hijo(a) o Hijastro(a),Independiente,Femenino,Sigue Igual,Seguro,Inseguro,Puentes peatonales,Muy Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Violencia contra la mujer (física, psicológica o económica)",Hurto a residencias,Homicidio,No,No,6. Por la escasez de policía,Si,No,Si,Si,No,Si,Periódicos (Impresos o digitales),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Construir más cárceles,4. Bueno,2. Malo,2. Malo,4. Bueno,4. Bueno,1. Pésimo,Si sabe,,No,No,No,De vez en cuando en el mes,,,,,,,No,,,No,Puente ArandaEstrato 3,1546.754595
o   020SEG_Percepción_y_Victimización_en_Bogotá,1798,Suba,De 36 a 45 años,Estrato 2,39,Jefe(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Puentes peatonales,Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)",Homicidio,Trata de personas ,"Violencia contra la mujer (física, psicológica o económica)",No,Si,,,,,,,,"Páginas oficiales en internet (Alcaldía, Fiscalía, Policía, Medicina legal) ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Aumentar las penas,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,2. Malo,4. Bueno,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,SubaEstrato 2,1534.596413
o   020SEG_Percepción_y_Victimización_en_Bogotá,1799,Santa Fe,De 18 a 25 años,Estrato 2,22,Otro,Independiente,Masculino,Ha disminuido,Seguro,Seguro,Potreros,Muy Seguro,,Desplazamiento forzado,Violencia Intrafamiliar,Violencia Sexual,No,Si,,,,,,,,Experiencia personal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Malo,No,,Aumentar la inversión social,"Acabar con la corrupción en
la policía",3. Ni bueno ni malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Pésimo,No Sabe,,,,,Todos los días,,,,,,,No,,,Si,Santa FeEstrato 2,1573.546629
o   020SEG_Percepción_y_Victimización_en_Bogotá,1800,Puente Aranda,De 46 a 55 años,Estrato 3,52,Esposo(a) o compañero(a),Empleado,Masculino,Ha Aumentado,Inseguro,Inseguro,Puentes Vehiculares,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Lesiones personales,Violencia Intrafamiliar,Venta de drogas,Si,Si,,,,,,,,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",Si,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,Raponazo Otro,No,No,Sí,No,No,No,Arma de fuego,Celular Dinero,No,Sí,Sí,No,No,No,No,,No Sabe,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,Si,3. Ni bueno ni mal,Mejorar la justicia,Generar políticas de reactivación económica,2. Malo,1. Muy Malo,2. Malo,3. Ni bueno ni malo,2. Malo,1. Pésimo,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,No,Puente ArandaEstrato 3,1546.754595
o   020SEG_Percepción_y_Victimización_en_Bogotá,1801,Suba,De 26 a 35 años,Estrato 2,26,Hijo(a) o Hijastro(a),Empleado,Femenino,Ha Aumentado,Seguro,Inseguro,Puentes peatonales,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Vandalismo ,Venta de drogas,No,Si,,,,,,,,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Generar políticas de reactivación económica,2. Malo,2. Malo,2. Malo,3. Ni bueno ni malo,2. Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,SubaEstrato 2,1534.596413
o   020SEG_Percepción_y_Victimización_en_Bogotá,1802,Chapinero,De 36 a 45 años,Estrato 4,44,Jefe(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Puentes peatonales,Muy Inseguro,6. Capacidad de respuesta de las autoridades (dificultades para denunciar y escasa presencia institucional),"Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Lesiones personales,Si,No,6. Por la escasez de policía,Si,No Aplica,Si,No Aplica,Si,Si,Experiencia personal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Regular,No,,Generar políticas de reactivación económica,"Aumentar el pie de fuerza de
la policía",1. Muy Malo,2. Malo,1. Muy Malo,1. Muy Malo,3. Ni bueno ni malo,1. Pésimo,Si sabe,,No,Si,Si,De vez en cuando en el mes,1 Muy mala,1 Muy mala,1 Muy mala,1 Muy mala,1 Muy mala,1 Muy mala,Si,2,1 Muy Mal,Si,ChapineroEstrato 4,1583.664
o   020SEG_Percepción_y_Victimización_en_Bogotá,1803,Puente Aranda,De 36 a 45 años,Estrato 3,42,Jefe(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Calles,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Violencia Intrafamiliar,Si,Si,,,,,,,,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,Si,2. Mala,Construir más cárceles,"Acabar con la corrupción en
la policía",1. Muy Malo,1. Muy Malo,1. Muy Malo,2. Malo,2. Malo,3. Regular,Si sabe,,Si,Si,Si,Algunos días de la semana ,3 Ni bueno ni malo,3 Ni bueno ni malo,3 Ni bueno ni malo,4 Buena,4 Buena,3 Ni bueno ni malo,Si,4,3 Ni bien ni mal,No,Puente ArandaEstrato 3,1546.754595
o   020SEG_Percepción_y_Victimización_en_Bogotá,1804,Usaquén,Más de 55 años,Estrato 5,71,Jefe(a),Pensionado ,Femenino,Sigue Igual,Inseguro,Inseguro,Puentes peatonales,Ni seguro ni inseguro,,Desplazamiento forzado,Homicidio,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",No,Si,,,,,,,,Noticieros de televisión,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Engaño o estafa,No,No,No,Sí,No,No,No sabe,Otro ,No,No,No,No,No,No,Sí,CAMBIO DE TARJETA,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Aumentar la inversión social,2. Malo,1. Muy Malo,1. Muy Malo,2. Malo,2. Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,UsaquénEstrato 5,1546.601778
o   020SEG_Percepción_y_Victimización_en_Bogotá,1805,Kennedy,Más de 55 años,Estrato 3,56,Esposo(a) o compañero(a),Empleado,Masculino,Ha Aumentado,Inseguro,Inseguro,Calles,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Vandalismo ,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Lesiones personales,Si,No,6. Por la escasez de policía,Si,No Aplica,Si,Si,No,Si,Experiencia personal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,Si,,Si,No,No,No,No,Si,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,No,Si,Si,Regular,Si,3. Ni bueno ni mal,"Acabar con la corrupción en
la policía",Construir más cárceles,3. Ni bueno ni malo,3. Ni bueno ni malo,1. Muy Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Regular,Si sabe,,No,No,Si,De vez en cuando en el mes,,,,,,,No,,,Si,KennedyEstrato 3,1539.201594
o   020SEG_Percepción_y_Victimización_en_Bogotá,1806,Suba,De 36 a 45 años,Estrato 4,43,Hijo(a) o Hijastro(a),Empleado,Femenino,Ha Aumentado,Seguro,Inseguro,Semáforos,Muy Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto de vehículos (o alguna de sus partes),Lesiones personales,No,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,No Aplica,No,No Aplica,No,No Aplica,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Si,,No,Si,No,Si,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No tuve relación,Si,4. Buena,Aumentar la inversión social,Construir más cárceles,1. Muy Malo,1. Muy Malo,2. Malo,2. Malo,1. Muy Malo,3. Regular,Si sabe,,No,No,Si,De vez en cuando en el mes,,,,,,,Si,4,3 Ni bien ni mal,Si,SubaEstrato 4,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,1807,Puente Aranda,Más de 55 años,Estrato 3,58,Jefe(a),Empleado,Masculino,Ha Aumentado,Inseguro,Inseguro,Puentes peatonales,Inseguro,4. Espacios abandonados o deteriorados cerca de estaciones,Homicidio,Hurto a residencias,Violencia Intrafamiliar,Si,No,4. Por la corrupción,Si,Si,Si,Si,Si,Si,Experiencia personal,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Engaño o estafa,No,No,No,Sí,No,No,Otra,Dinero,No,No,Sí,No,No,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Aumentar la inversión social,1. Muy Malo,1. Muy Malo,2. Malo,1. Muy Malo,1. Muy Malo,2. Malo,No Sabe,,,,,Todos los días,,,,,,,No,,,Si,Puente ArandaEstrato 3,1546.754595
o   020SEG_Percepción_y_Victimización_en_Bogotá,1808,Rafael Uribe,De 36 a 45 años,Estrato 3,43,Jefe(a),Empleado,Masculino,Ha Aumentado,Inseguro,Inseguro,Calles,Muy Inseguro,10. Posibilidad de contagiarse con COVID 19,"Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Homicidio,Venta de drogas,Si,Si,,,,,,,,Experiencia personal,Si,Si,No,No,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,"1. Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario,etc)",8. Robo de bicicleta,4. Hurto a vehículos,No,,,No,,,,No,,,,,,,,,,,No,,,No,,,,No,,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,Raponazo,No,No,Sí,No,No,No,Otra,Billetera,Sí,No,No,No,No,No,No,,Si,No,,,,,,,,,,,,,,,,,,,,,,,Bueno,Si,4. Buena,"Acabar con la corrupción en
la policía",Mejorar la justicia,2. Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,2. Malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,Si,Rafael UribeEstrato 3,1534.6364
o   020SEG_Percepción_y_Victimización_en_Bogotá,1809,Puente Aranda,De 46 a 55 años,Estrato 3,48,"Padre, Madre, Padrastro, Madrastra",Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Calles,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Venta de drogas,Si,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,No,Si,No Aplica,No,Si,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sabe,Si,,No,Si,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,Si,No tuve relación,No,,"Aumentar el pie de fuerza de
la policía",Mejorar la justicia,2. Malo,2. Malo,2. Malo,2. Malo,2. Malo,4. Bueno,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,Puente ArandaEstrato 3,1546.754595
o   020SEG_Percepción_y_Victimización_en_Bogotá,1810,Fontibón ,Más de 55 años,Estrato 3,63,Jefe(a),Independiente,Masculino,Sigue Igual,Inseguro,Seguro,Parques,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Venta de drogas,Hurto a residencias,No,Si,,,,,,,,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Regular,No,,"Acabar con la corrupción en
la policía",Aumentar la inversión social,2. Malo,5. Muy bueno,2. Malo,3. Ni bueno ni malo,2. Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,Fontibón Estrato 3,1539.073815
o   020SEG_Percepción_y_Victimización_en_Bogotá,1811,Usme,De 26 a 35 años,Estrato 2,29,Otro,Independiente,Masculino,Ha Aumentado,Inseguro,Inseguro,Paraderos,Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)",Vandalismo ,Feminicidio (Asesinato de mujeres),Hurto a residencias,Si,Si,,,,,,,,Radio,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Si,,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No tuve relación,No,,Construir más cárceles,Aumentar las penas,2. Malo,2. Malo,2. Malo,2. Malo,1. Muy Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,UsmeEstrato 2,1537.450382
o   020SEG_Percepción_y_Victimización_en_Bogotá,1812,Santa Fe,De 36 a 45 años,Estrato 2,39,Jefe(a),Independiente,Femenino,Ha Aumentado,Inseguro,Inseguro,Calles,Muy Inseguro,10. Posibilidad de contagiarse con COVID 19,Vandalismo ,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Lesiones personales,Si,No,5. Por el abuso de autoridad,Si,Si,Si,Si,No,No,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Malo,No,,"Acabar con la corrupción en
la policía",Aumentar la inversión social,1. Muy Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,4. Bueno,1. Pésimo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,Santa FeEstrato 2,1573.546629
o   020SEG_Percepción_y_Victimización_en_Bogotá,1813,Engativá,De 18 a 25 años,Estrato 3,20,Otro,Estudiante,Masculino,Sigue Igual,Seguro,Inseguro,Parques,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Venta de drogas,Hurto de vehículos (o alguna de sus partes),No,Si,,,,,,,,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Mejorar la justicia,3. Ni bueno ni malo,2. Malo,2. Malo,3. Ni bueno ni malo,1. Muy Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,EngativáEstrato 3,1537.527569
o   020SEG_Percepción_y_Victimización_en_Bogotá,1814,Ciudad Bolivar,De 26 a 35 años,Estrato 2,26,Jefe(a),Empleado,Femenino,Sigue Igual,Seguro,Seguro,Puentes peatonales,Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto de vehículos (o alguna de sus partes),Feminicidio (Asesinato de mujeres),No,Si,,,,,,,,Experiencia personal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Bueno,No,,Aumentar la inversión social,Generar políticas de reactivación económica,1. Muy Malo,1. Muy Malo,1. Muy Malo,3. Ni bueno ni malo,1. Muy Malo,4. Bueno,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,Ciudad BolivarEstrato 2,1536.553502
o   020SEG_Percepción_y_Victimización_en_Bogotá,1815,Suba,De 46 a 55 años,Estrato 3,49,Esposo(a) o compañero(a),Hogar,Femenino,Ha Aumentado,Seguro,Inseguro,Paraderos,Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Violencia contra la mujer (física, psicológica o económica)",Violencia Intrafamiliar,No,No,4. Por la corrupción,Si,No,No,Si,No,Si,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Si,,Si,Si,No,No,No,Si,No,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No tuve relación,No,,Generar políticas de reactivación económica,"Acabar con la corrupción en
la policía",3. Ni bueno ni malo,2. Malo,2. Malo,3. Ni bueno ni malo,2. Malo,3. Regular,,,,,,De vez en cuando en el mes,,,,,,,No,,,No,SubaEstrato 3,1538.099427
